	TCGA.3G.AB0O.01A	TCGA.3G.AB0Q.01A	TCGA.3G.AB0T.01A	TCGA.3G.AB14.01A	TCGA.3G.AB19.01A	TCGA.3Q.A9WF.01A	TCGA.3S.A8YW.01A	TCGA.3S.AAYX.01A	TCGA.3T.AA9L.01A	TCGA.4V.A9QI.01A	TCGA.4V.A9QJ.01A	TCGA.4V.A9QL.01A	TCGA.4V.A9QM.01A	TCGA.4V.A9QN.01A	TCGA.4V.A9QR.01A	TCGA.4V.A9QS.01A	TCGA.4V.A9QT.01A	TCGA.4V.A9QU.01A	TCGA.4V.A9QW.01A	TCGA.4V.A9QX.01A	TCGA.4X.A9F9.01A	TCGA.4X.A9FA.01A	TCGA.4X.A9FB.01A	TCGA.4X.A9FC.01A	TCGA.4X.A9FD.01A	TCGA.5G.A9ZZ.01A	TCGA.5K.AAAP.01A	TCGA.5U.AB0D.01A	TCGA.5U.AB0E.01A	TCGA.5U.AB0F.01A	TCGA.5V.A9RR.01A	TCGA.X7.A8D6.01A	TCGA.X7.A8D6.11A	TCGA.X7.A8D7.01A	TCGA.X7.A8D7.11A	TCGA.X7.A8D8.01A	TCGA.X7.A8D9.01A	TCGA.X7.A8DB.01A	TCGA.X7.A8DD.01A	TCGA.X7.A8DE.01A	TCGA.X7.A8DF.01A	TCGA.X7.A8DG.01A	TCGA.X7.A8DJ.01A	TCGA.X7.A8M0.01A	TCGA.X7.A8M1.01A	TCGA.X7.A8M3.01A	TCGA.X7.A8M4.01A	TCGA.X7.A8M5.01A	TCGA.X7.A8M6.01A	TCGA.X7.A8M7.01A	TCGA.X7.A8M8.01A	TCGA.XH.A853.01A	TCGA.XM.A8R8.01A	TCGA.XM.A8R9.01A	TCGA.XM.A8RB.01A	TCGA.XM.A8RC.01A	TCGA.XM.A8RD.01A	TCGA.XM.A8RE.01A	TCGA.XM.A8RF.01A	TCGA.XM.A8RG.01A	TCGA.XM.A8RH.01A	TCGA.XM.A8RI.01A	TCGA.XM.A8RL.01A	TCGA.XM.AAZ1.01A	TCGA.XM.AAZ2.01A	TCGA.XM.AAZ3.01A	TCGA.XU.A92O.01A	TCGA.XU.A92Q.01A	TCGA.XU.A92T.01A	TCGA.XU.A92U.01A	TCGA.XU.A92V.01A	TCGA.XU.A92W.01A	TCGA.XU.A92X.01A	TCGA.XU.A92Y.01A	TCGA.XU.A92Z.01A	TCGA.XU.A930.01A	TCGA.XU.A931.01A	TCGA.XU.A932.01A	TCGA.XU.A933.01A	TCGA.XU.A936.01A	TCGA.XU.AAXV.01A	TCGA.XU.AAXW.01A	TCGA.XU.AAXX.01A	TCGA.XU.AAXY.01A	TCGA.XU.AAXZ.01A	TCGA.XU.AAY0.01A	TCGA.XU.AAY1.01A	TCGA.YT.A95D.01A	TCGA.YT.A95E.01A	TCGA.YT.A95F.01A	TCGA.YT.A95G.01A	TCGA.YT.A95H.01A	TCGA.ZB.A961.01A	TCGA.ZB.A962.01A	TCGA.ZB.A963.01A	TCGA.ZB.A964.01A	TCGA.ZB.A965.01A	TCGA.ZB.A966.01A	TCGA.ZB.A969.01A	TCGA.ZB.A96A.01A	TCGA.ZB.A96B.01A	TCGA.ZB.A96C.01A	TCGA.ZB.A96D.01A	TCGA.ZB.A96E.01A	TCGA.ZB.A96F.01A	TCGA.ZB.A96G.01A	TCGA.ZB.A96H.01A	TCGA.ZB.A96I.01A	TCGA.ZB.A96K.01A	TCGA.ZB.A96L.01A	TCGA.ZB.A96M.01A	TCGA.ZB.A96O.01A	TCGA.ZB.A96P.01A	TCGA.ZB.A96Q.01A	TCGA.ZB.A96R.01A	TCGA.ZB.A96V.01A	TCGA.ZC.AAA7.01A	TCGA.ZC.AAAA.01A	TCGA.ZC.AAAF.01A	TCGA.ZC.AAAH.01A	TCGA.ZL.A9V6.01A	TCGA.ZT.A8OM.01A
cg04542938	0.04	0.04	0.05	0.04	0.05	0.04	0.04	0.05	0.05	0.04	0.07	0.05	0.04	0.04	0.05	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.05	0.05	0.04	0.04	0.05	0.03	0.04	0.04	0.06	0.05	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.06	0.04	0.05	0.03	0.05	0.04	0.06	0.04	0.06	0.05	0.04	0.05	0.04	0.04	0.04	0.04	0.06	0.04	0.05	0.05	0.06	0.04	0.04	0.06	0.04	0.05	0.05	0.03	0.05	0.05	0.04	0.04	0.12	0.05	0.05	0.04	0.04	0.04	0.05	0.05	0.04	0.06	0.04	0.05	0.07	0.04	0.04	0.06	0.06	0.06	0.06	0.04	0.06	0.05	0.06	0.03	0.06	0.04	0.07	0.05	0.05	0.05	0.05	0.05	0.04	0.05	0.05	0.04	0.04	0.05	0.04	0.04	0.05	0.04	0.03	0.07	0.04	0.06	0.05	0.04
cg07346310	0.04	0.07	0.09	0.07	0.07	0.06	0.45	0.04	0.05	0.05	0.06	0.06	0.08	0.08	0.09	0.07	0.05	0.04	0.07	0.08	0.09	0.05	0.05	0.06	0.08	0.07	0.07	0.11	0.07	0.08	0.06	0.06	0.05	0.05	0.07	0.04	0.06	0.04	0.08	0.04	0.05	0.06	0.05	0.06	0.07	0.06	0.06	0.07	0.08	0.06	0.06	0.05	0.05	0.06	0.05	0.5	0.08	0.05	0.06	0.08	0.05	0.1	0.04	0.05	0.06	0.1	0.06	0.1	0.06	0.08	0.04	0.06	0.06	0.06	0.12	0.45	0.11	0.07	0.1	0.05	0.06	0.06	0.04	0.05	0.04	0.04	0.05	0.06	0.04	0.04	0.04	0.04	0.09	0.05	0.05	0.04	0.08	0.76	0.06	0.04	0.04	0.05	0.06	0.05	0.05	0.04	0.03	0.04	0.06	0.05	0.05	0.04	0.05	0.04	0.04	0.05	0.06	0.04	0.08	0.05	0.04	0.05
cg06682978	0.05	0.04	0.04	0.05	0.04	0.06	0.04	0.05	0.05	0.04	0.06	0.05	0.07	0.05	0.08	0.07	0.05	0.06	0.06	0.04	0.05	0.05	0.05	0.06	0.06	0.08	0.06	0.05	0.06	0.09	0.06	0.07	0.05	0.07	0.05	0.05	0.06	0.05	0.06	0.05	0.06	0.04	0.05	0.04	0.05	0.04	0.04	0.05	0.04	0.05	0.05	0.06	0.09	0.06	0.04	0.05	0.06	0.05	0.05	0.04	0.05	0.04	0.06	0.08	0.04	0.05	0.04	0.05	0.05	0.05	0.04	0.05	0.05	0.05	0.04	0.04	0.05	0.05	0.05	0.07	0.06	0.06	0.06	0.05	0.05	0.05	0.08	0.07	0.07	0.08	0.06	0.07	0.04	0.04	0.06	0.04	0.05	0.06	0.05	0.06	0.06	0.05	0.06	0.05	0.05	0.05	0.04	0.07	0.04	0.05	0.05	0.06	0.06	0.1	0.06	0.06	0.04	0.05	0.06	0.06	0.05	0.07
cg25181693	0.06	0.04	0.06	0.05	0.07	0.05	0.06	0.05	0.04	0.06	0.04	0.05	0.06	0.06	0.06	0.06	0.04	0.04	0.05	0.06	0.05	0.06	0.05	0.07	0.06	0.06	0.06	0.08	0.06	0.08	0.06	0.05	0.05	0.08	0.06	0.09	0.06	0.05	0.05	0.07	0.06	0.06	0.05	0.07	0.06	0.04	0.05	0.09	0.04	0.05	0.05	0.05	0.11	0.11	0.05	0.04	0.05	0.05	0.06	0.05	0.05	0.08	0.06	0.05	0.08	0.05	0.05	0.06	0.07	0.09	0.06	0.04	0.07	0.06	0.04	0.06	0.1	0.05	0.05	0.12	0.06	0.06	0.04	0.06	0.07	0.06	0.06	0.06	0.05	0.06	0.05	0.05	0.07	0.04	0.05	0.05	0.07	0.11	0.06	0.05	0.05	0.05	0.07	0.06	0.05	0.05	0.04	0.09	0.05	0.05	0.09	0.04	0.05	0.05	0.04	0.18	0.15	0.07	0.09	0.05	0.07	0.04
cg03969906	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
cg24345247	0.03	0.03	0.05	0.03	0.04	0.04	0.04	0.04	0.04	0.03	0.05	0.04	0.05	0.04	0.06	0.04	0.03	0.04	0.05	0.04	0.04	0.03	0.04	0.03	0.03	0.03	0.04	0.04	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.05	0.03	0.04	0.04	0.04	0.03	0.03	0.05	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.05	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.02	0.03	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.04	0.04	0.03	0.03
cg19430897	0.05	0.19	0.06	0.08	0.05	0.06	0.05	0.07	0.06	0.04	0.16	0.05	0.1	0.05	0.11	0.06	0.04	0.05	0.07	0.04	0.12	0.05	0.06	0.04	0.11	0.04	0.08	0.05	0.12	0.08	0.23	0.05	0.04	0.17	0.11	0.07	0.03	0.05	0.07	0.05	0.05	0.04	0.05	0.07	0.05	0.04	0.05	0.06	0.06	0.05	0.04	0.09	0.1	0.07	0.07	0.17	0.07	0.05	0.03	0.05	0.05	0.05	0.07	0.06	0.03	0.07	0.05	0.11	0.08	0.05	0.04	0.07	0.06	0.05	0.06	0.09	0.06	0.1	0.04	0.06	0.17	0.05	0.06	0.05	0.04	0.06	0.05	0.09	0.08	0.09	0.12	0.08	0.06	0.1	0.09	0.05	0.04	0.14	0.05	0.06	0.08	0.04	0.04	0.08	0.06	0.05	0.07	0.1	0.04	0.06	0.06	0.06	0.06	0.12	0.04	0.07	0.04	0.06	0.1	0.07	0.07	0.11
cg21250296	0.06	0.04	0.06	0.04	0.05	0.06	0.05	0.04	0.08	0.05	0.24	0.04	0.04	0.08	0.07	0.07	0.1	0.11	0.1	0.05	0.05	0.05	0.11	0.05	0.05	0.05	0.07	0.06	0.07	0.06	0.05	0.06	0.05	0.08	0.14	0.07	0.06	0.08	0.06	0.07	0.05	0.05	0.08	0.08	0.04	0.04	0.04	0.06	0.06	0.04	0.07	0.07	0.04	0.05	0.1	0.09	0.04	0.06	0.06	0.03	0.05	0.05	0.06	0.06	0.07	0.03	0.04	0.05	0.04	0.06	0.05	0.04	0.05	0.07	0.05	0.28	0.04	0.06	0.05	0.15	0.07	0.05	0.09	0.04	0.11	0.11	0.09	0.07	0.09	0.06	0.2	0.12	0.05	0.04	0.05	0.05	0.05	0.29	0.05	0.08	0.11	0.05	0.05	0.05	0.05	0.08	0.04	0.08	0.07	0.09	0.07	0.12	0.06	0.06	0.06	0.06	0.05	0.11	0.06	0.1	0.05	0.07
cg07636178	0.05	0.05	0.05	0.05	0.04	0.04	0.05	0.04	0.05	0.05	0.27	0.04	0.05	0.05	0.05	0.04	0.05	0.04	0.04	0.05	0.05	0.05	0.04	0.04	0.06	0.04	0.04	0.05	0.04	0.04	0.05	0.03	0.05	0.06	0.04	0.03	0.05	0.04	0.05	0.04	0.03	0.06	0.04	0.04	0.23	0.03	0.11	0.04	0.11	0.06	0.06	0.04	0.04	0.05	0.04	0.07	0.04	0.06	0.07	0.05	0.05	0.05	0.05	0.05	0.04	0.04	0.04	0.08	0.04	0.05	0.05	0.04	0.04	0.13	0.05	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.03	0.05	0.05	0.04	0.05	0.06	0.05	0.04	0.05	0.03	0.04	0.26	0.05	0.04	0.04	0.08	0.06	0.06	0.04	0.04	0.03	0.04	0.05	0.05	0.04	0.05	0.06	0.05	0.05	0.04	0.04	0.04	0.05	0.06	0.06	0.04
cg25438963	0.03	0.03	0.04	0.03	0.05	0.04	0.04	0.04	0.04	0.04	0.3	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.05	0.04	0.05	0.04	0.03	0.04	0.05	0.04	0.07	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.04	0.08	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.05	0.04	0.03	0.04	0.03	0.03	0.03	0.05	0.05	0.04	0.05	0.04	0.14	0.04	0.04	0.06	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.04	0.13	0.05	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.03	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.04	0.04	0.4	0.04	0.04	0.04	0.04	0.03	0.04	0.03	0.04	0.03	0.05	0.03	0.04	0.04	0.05	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.03	0.03	0.04
cg06892726	0.11	0.08	0.09	0.09	0.07	0.09	0.1	0.1	0.12	0.1	0.11	0.07	0.11	0.1	0.08	0.12	0.09	0.09	0.09	0.12	0.09	0.06	0.1	0.12	0.1	0.12	0.1	0.12	0.07	0.1	0.09	0.09	0.09	0.15	0.11	0.09	0.1	0.09	0.1	0.09	0.09	0.11	0.09	0.07	0.08	0.09	0.09	0.07	0.09	0.09	0.08	0.11	0.07	0.08	0.09	0.12	0.1	0.1	0.14	0.06	0.08	0.14	0.09	0.1	0.11	0.09	0.06	0.09	0.07	0.12	0.07	0.09	0.09	0.08	0.08	0.07	0.09	0.09	0.09	0.09	0.1	0.08	0.09	0.09	0.09	0.09	0.11	0.07	0.09	0.07	0.05	0.1	0.08	0.06	0.08	0.06	0.07	0.11	0.07	0.1	0.11	0.06	0.13	0.09	0.09	0.1	0.05	0.08	0.07	0.09	0.07	0.1	0.1	0.09	0.09	0.42	0.12	0.08	0.09	0.1	0.06	0.09
cg03007571	0.04	0.06	0.05	0.07	0.07	0.06	0.08	0.06	0.06	0.06	0.05	0.05	0.06	0.06	0.07	0.08	0.05	0.04	0.06	0.06	0.11	0.04	0.06	0.06	0.06	0.06	0.06	0.09	0.06	0.06	0.06	0.05	0.04	0.05	0.05	0.04	0.05	0.05	0.06	0.05	0.04	0.04	0.06	0.05	0.05	0.05	0.05	0.06	0.06	0.1	0.07	0.05	0.06	0.04	0.06	0.09	0.07	0.05	0.05	0.07	0.04	0.08	0.05	0.06	0.05	0.08	0.04	0.07	0.05	0.06	0.05	0.07	0.06	0.06	0.07	0.06	0.09	0.05	0.07	0.06	0.05	0.06	0.05	0.06	0.05	0.05	0.05	0.05	0.05	0.06	0.06	0.05	0.08	0.05	0.06	0.05	0.04	0.08	0.09	0.07	0.05	0.06	0.04	0.04	0.06	0.05	0.03	0.05	0.05	0.06	0.04	0.04	0.1	0.05	0.05	0.05	0.07	0.05	0.05	0.05	0.05	0.06
cg21026663	0.02	0.02	0.03	0.02	0.07	0.05	0.02	0.01	0.02	0.02	0.12	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.01	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.01	0.02	0.02	0.02	0.2	0.1	0.01	0.02	0.02	0.24	0.02	0.02	0.02	0.02	0.03	0.02	0.04	0.08	0.01	0.01	0.02	0.02	0.02	0.02	0.1	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.01	0.02	0.01	0.01	0.02	0.02	0.02	0.37	0.02	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02
cg12315302	0.05	0.06	0.06	0.06	0.06	0.04	0.06	0.04	0.05	0.08	0.08	0.05	0.05	0.08	0.06	0.06	0.04	0.04	0.04	0.05	0.06	0.04	0.06	0.04	0.06	0.05	0.08	0.06	0.05	0.05	0.05	0.04	0.05	0.05	0.07	0.04	0.05	0.05	0.06	0.04	0.05	0.06	0.04	0.05	0.04	0.05	0.04	0.05	0.06	0.05	0.06	0.04	0.04	0.04	0.04	0.08	0.07	0.04	0.04	0.09	0.05	0.06	0.04	0.04	0.05	0.06	0.04	0.08	0.05	0.04	0.04	0.06	0.04	0.05	0.09	0.13	0.07	0.05	0.06	0.04	0.05	0.05	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.06	0.03	0.06	0.03	0.05	0.03	0.06	0.08	0.05	0.04	0.04	0.04	0.04	0.04	0.08	0.04	0.03	0.04	0.05	0.04	0.05	0.03	0.04	0.03	0.04	0.04	0.04	0.03	0.06	0.03	0.04	0.04
cg23705973	0.03	0.05	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.03	0.07	0.03	0.04	0.04	0.04	0.04	0.03	0.03	0.12	0.03	0.05	0.08	0.04	0.04	0.05	0.04	0.06	0.04	0.04	0.03	0.04	0.03	0.04	0.04	0.03	0.05	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.04	0.04	0.21	0.03	0.05	0.05	0.04	0.04	0.03	0.03	0.08	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.03	0.04	0.35	0.04	0.04	0.05	0.04	0.03	0.04	0.04	0.04	0.04	0.05	0.04	0.05	0.03	0.03	0.04	0.04	0.03	0.05	0.04	0.04	0.03	0.03	0.05	0.03	0.04	0.04	0.03	0.04	0.12	0.04	0.05	0.05	0.05	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.38	0.05	0.04	0.04	0.03	0.04	0.04	0.03	0.45	0.03	0.03	0.04	0.03	0.03	0.03
cg05414338	0.03	0.31	0.13	0.04	0.07	0.07	0.04	0.04	0.03	0.04	0.21	0.12	0.15	0.04	0.04	0.05	0.04	0.08	0.08	0.03	0.04	0.08	0.04	0.05	0.05	0.03	0.06	0.05	0.04	0.04	0.11	0.05	0.05	0.05	0.03	0.19	0.11	0.04	0.04	0.04	0.07	0.04	0.06	0.07	0.14	0.83	0.17	0.06	0.04	0.04	0.04	0.05	0.04	0.05	0.04	0.03	0.03	0.04	0.07	0.04	0.06	0.05	0.05	0.03	0.09	0.08	0.11	0.12	0.04	0.04	0.1	0.03	0.03	0.04	0.05	0.03	0.04	0.04	0.04	0.04	0.04	0.05	0.03	0.04	0.05	0.05	0.05	0.14	0.05	0.15	0.04	0.05	0.04	0.26	0.07	0.17	0.49	0.09	0.18	0.1	0.04	0.05	0.04	0.05	0.04	0.03	0.08	0.11	0.12	0.42	0.1	0.05	0.04	0.06	0.04	0.11	0.06	0.03	0.09	0.03	0.03	0.05
cg06254453	0.03	0.36	0.11	0.03	0.04	0.04	0.03	0.04	0.03	0.04	0.17	0.12	0.07	0.03	0.04	0.03	0.03	0.05	0.11	0.04	0.04	0.1	0.03	0.05	0.03	0.03	0.07	0.04	0.03	0.03	0.12	0.04	0.04	0.03	0.04	0.33	0.18	0.03	0.04	0.03	0.12	0.03	0.05	0.05	0.28	0.82	0.22	0.05	0.03	0.03	0.03	0.04	0.02	0.04	0.02	0.05	0.03	0.04	0.04	0.03	0.04	0.04	0.04	0.03	0.07	0.06	0.05	0.08	0.04	0.04	0.08	0.04	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.04	0.04	0.04	0.03	0.03	0.04	0.05	0.05	0.16	0.04	0.18	0.03	0.05	0.04	0.45	0.07	0.08	0.91	0.11	0.38	0.12	0.03	0.04	0.05	0.04	0.04	0.03	0.06	0.05	0.08	0.4	0.21	0.03	0.04	0.04	0.04	0.1	0.04	0.04	0.16	0.04	0.03	0.04
cg14776962	0.06	0.13	0.11	0.08	0.08	0.09	0.1	0.09	0.07	0.1	0.2	0.11	0.46	0.1	0.1	0.09	0.07	0.06	0.16	0.3	0.11	0.09	0.09	0.09	0.07	0.09	0.11	0.46	0.07	0.09	0.1	0.08	0.08	0.07	0.07	0.09	0.1	0.07	0.11	0.07	0.07	0.09	0.1	0.09	0.1	0.85	0.08	0.09	0.09	0.08	0.07	0.08	0.06	0.14	0.08	0.1	0.07	0.07	0.08	0.08	0.06	0.15	0.08	0.08	0.08	0.09	0.08	0.1	0.08	0.08	0.08	0.06	0.09	0.08	0.19	0.08	0.48	0.09	0.08	0.08	0.08	0.08	0.07	0.07	0.13	0.09	0.14	0.29	0.07	0.07	0.07	0.06	0.1	0.16	0.12	0.16	0.7	0.1	0.11	0.05	0.07	0.16	0.1	0.08	0.11	0.07	0.09	0.16	0.14	0.25	0.1	0.06	0.08	0.08	0.06	0.56	0.08	0.07	0.07	0.08	0.1	0.07
cg24220122	0.07	0.05	0.06	0.05	0.08	0.06	0.08	0.07	0.07	0.07	0.06	0.06	0.09	0.07	0.09	0.07	0.06	0.08	0.1	0.06	0.06	0.05	0.07	0.07	0.11	0.07	0.05	0.09	0.07	0.06	0.06	0.06	0.07	0.08	0.09	0.05	0.07	0.1	0.07	0.09	0.07	0.09	0.08	0.05	0.06	0.06	0.09	0.06	0.08	0.06	0.08	0.07	0.05	0.07	0.09	0.12	0.07	0.07	0.05	0.06	0.07	0.1	0.07	0.07	0.06	0.07	0.05	0.05	0.06	0.06	0.06	0.04	0.07	0.08	0.06	0.07	0.06	0.06	0.07	0.07	0.08	0.07	0.09	0.07	0.07	0.09	0.07	0.09	0.08	0.08	0.06	0.09	0.06	0.06	0.07	0.06	0.06	0.06	0.05	0.09	0.08	0.08	0.06	0.09	0.07	0.07	0.06	0.08	0.05	0.07	0.09	0.1	0.09	0.08	0.08	0.07	0.06	0.07	0.06	0.09	0.05	0.07
cg24358465	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02
cg22349489	0.05	0.06	0.07	0.07	0.05	0.06	0.09	0.06	0.07	0.07	0.4	0.06	0.06	0.06	0.08	0.08	0.05	0.06	0.05	0.05	0.07	0.05	0.06	0.07	0.06	0.07	0.08	0.08	0.06	0.06	0.06	0.07	0.07	0.05	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.05	0.06	0.06	0.06	0.07	0.07	0.07	0.05	0.06	0.06	0.07	0.07	0.05	0.07	0.06	0.06	0.07	0.05	0.07	0.07	0.06	0.06	0.06	0.05	0.07	0.07	0.08	0.07	0.05	0.05	0.07	0.06	0.08	0.06	0.07	0.05	0.07	0.06	0.07	0.08	0.05	0.05	0.05	0.05	0.05	0.05	0.06	0.06	0.06	0.05	0.06	0.06	0.06	0.05	0.06	0.06	0.06	0.06	0.05	0.04	0.06	0.06	0.06	0.05	0.05	0.06	0.05	0.07	0.05	0.05	0.06	0.05	0.05	0.06	0.07	0.05	0.08	0.05	0.05	0.05
cg23372001	0.04	0.09	0.07	0.05	0.05	0.06	0.06	0.07	0.09	0.05	0.29	0.2	0.04	0.05	0.05	0.05	0.06	0.17	0.07	0.04	0.05	0.05	0.05	0.04	0.05	0.04	0.05	0.05	0.06	0.04	0.18	0.04	0.04	0.04	0.04	0.1	0.04	0.04	0.04	0.04	0.04	0.05	0.06	0.04	0.06	0.03	0.06	0.06	0.04	0.05	0.05	0.05	0.03	0.04	0.04	0.06	0.04	0.04	0.05	0.04	0.05	0.05	0.08	0.03	0.07	0.08	0.04	0.04	0.06	0.18	0.05	0.05	0.04	0.04	0.05	0.1	0.06	0.05	0.05	0.03	0.05	0.05	0.05	0.15	0.15	0.04	0.05	0.06	0.05	0.04	0.05	0.14	0.05	0.04	0.05	0.05	0.04	0.04	0.52	0.07	0.05	0.04	0.06	0.05	0.05	0.05	0.05	0.04	0.07	0.13	0.06	0.04	0.05	0.04	0.04	0.04	0.04	0.06	0.04	0.05	0.11	0.2
cg19435409	0.03	0.05	0.04	0.08	0.24	0.06	0.05	0.05	0.04	0.04	0.19	0.05	0.03	0.06	0.07	0.03	0.03	0.04	0.09	0.03	0.03	0.04	0.03	0.08	0.04	0.05	0.1	0.04	0.05	0.03	0.03	0.03	0.04	0.05	0.04	0.08	0.06	0.03	0.03	0.04	0.11	0.05	0.04	0.06	0.05	0.05	0.03	0.06	0.03	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.04	0.07	0.05	0.05	0.04	0.04	0.05	0.04	0.04	0.05	0.04	0.06	0.08	0.1	0.09	0.03	0.03	0.04	0.04	0.03	0.03	0.04	0.04	0.03	0.05	0.03	0.05	0.06	0.13	0.04	0.05	0.04	0.04	0.04	0.05	0.06	0.06	0.41	0.1	0.04	0.05	0.03	0.07	0.13	0.05	0.06	0.04	0.07	0.03	0.12	0.04	0.04	0.06	0.26	0.06	0.04	0.04	0.03	0.04	0.05	0.05	0.05	0.03	0.05	0.15	0.04
cg04676561	0.06	0.14	0.07	0.11	0.16	0.09	0.04	0.1	0.14	0.07	0.25	0.19	0.15	0.05	0.06	0.08	0.07	0.12	0.12	0.07	0.05	0.13	0.06	0.1	0.05	0.07	0.15	0.06	0.05	0.24	0.09	0.08	0.06	0.07	0.07	0.12	0.29	0.05	0.06	0.05	0.25	0.06	0.09	0.17	0.1	0.41	0.19	0.15	0.1	0.14	0.1	0.13	0.06	0.1	0.06	0.11	0.17	0.07	0.3	0.47	0.09	0.06	0.06	0.07	0.12	0.15	0.08	0.14	0.12	0.08	0.13	0.1	0.07	0.06	0.05	0.21	0.06	0.06	0.07	0.07	0.08	0.08	0.07	0.15	0.2	0.08	0.09	0.34	0.07	0.14	0.21	0.18	0.06	0.33	0.16	0.18	0.41	0.47	0.13	0.14	0.06	0.15	0.12	0.36	0.29	0.07	0.08	0.08	0.1	0.45	0.31	0.06	0.06	0.09	0.06	0.3	0.07	0.11	0.11	0.1	0.16	0.11
