	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
cg27543230	0.09	0.08	0.09	0.32	0.09	0.7	0.35	0.56	0.62	0.06	0.25	0.07	0.58	0.1	0.1	0.1	0.18	0.08	0.07	0.27	0.1	0.15	0.37	0.11	0.09	0.07	0.1	0.1	0.06	0.18	0.07	0.63	0.07	0.34	0.1	0.08	0.29	0.13	0.07	0.43	0.08	0.08	0.12	0.18	0.07	0.33	0.39	0.17	0.07	0.07	0.1	0.13	0.1	0.11	0.09	0.1	0.15	0.68	0.15	0.06	0.08	0.1	0.07	0.09	0.13	0.08	0.5	0.07	0.07	0.12	0.5	0.13	0.11	0.13	0.08	0.08	0.08	0.1	0.19
cg05705583	0.04	0.05	0.05	0.04	0.04	0.68	0.2	0.06	0.16	0.11	0.05	0.03	0.18	0.03	0.04	0.06	0.14	0.06	0.04	0.04	0.05	0.07	0.07	0.04	0.03	0.03	0.05	0.04	0.04	0.06	0.04	0.97	0.05	0.14	0.06	0.04	0.05	0.08	0.06	0.51	0.04	0.04	0.04	0.09	0.04	0.04	0.32	0.05	0.04	0.04	0.06	0.04	0.05	0.05	0.04	0.03	0.04	0.93	0.05	0.04	0.06	0.05	0.04	0.13	0.08	0.05	0.45	0.04	0.04	0.05	0.34	0.07	0.12	0.3	0.05	0.05	0.04	0.04	0.59
cg27264345	0.08	0.04	0.05	0.07	0.04	0.38	0.13	0.56	0.34	0.05	0.43	0.05	0.08	0.06	0.46	0.19	0.33	0.04	0.07	0.07	0.06	0.07	0.07	0.05	0.05	0.1	0.08	0.11	0.07	0.46	0.05	0.2	0.06	0.3	0.48	0.38	0.06	0.07	0.52	0.21	0.05	0.06	0.07	0.05	0.06	0.09	0.23	0.07	0.05	0.05	0.07	0.4	0.07	0.1	0.05	0.07	0.06	0.4	0.05	0.03	0.05	0.05	0.1	0.06	0.13	0.05	0.38	0.05	0.38	0.16	0.1	0.14	0.28	0.09	0.06	0.09	0.04	0.07	0.51
cg07874155	0.04	0.03	0.04	0.03	0.05	0.03	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.03	0.05	0.03	0.05	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.02	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.03	0.03	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.03	0.04	0.03	0.03	0.03	0.04	0.04	0.03	0.05	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.04
cg22409383	0.04	0.05	0.04	0.04	0.05	0.04	0.05	0.05	0.05	0.05	0.05	0.04	0.05	0.05	0.05	0.04	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.05	0.05	0.05	0.04	0.04	0.05	0.06	0.05	0.05	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.07	0.04	0.05	0.04	0.04	0.05	0.05	0.05	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.05	0.05	0.05	0.04	0.04	0.03	0.04	0.05	0.05	0.04	0.04	0.04	0.04	0.06
cg18805835	0.11	0.1	0.1	0.11	0.12	0.1	0.11	0.11	0.09	0.07	0.11	0.13	0.08	0.12	0.11	0.11	0.12	0.11	0.11	0.1	0.09	0.09	0.12	0.11	0.1	0.12	0.23	0.07	0.13	0.09	0.11	0.1	0.11	0.1	0.14	0.11	0.1	0.11	0.11	0.11	0.1	0.1	0.11	0.09	0.11	0.09	0.12	0.11	0.12	0.12	0.09	0.13	0.13	0.09	0.12	0.12	0.09	0.08	0.11	0.12	0.09	0.12	0.11	0.12	0.14	0.12	0.12	0.09	0.11	0.12	0.12	0.13	0.12	0.11	0.11	0.11	0.11	0.11	0.1
cg23261102	0.07	0.06	0.08	0.07	0.1	0.06	0.06	0.07	0.06	0.07	0.08	0.06	0.03	0.08	0.07	0.07	0.07	0.07	0.09	0.07	0.07	0.08	0.07	0.08	0.05	0.07	0.08	0.06	0.07	0.06	0.07	0.05	0.06	0.07	0.07	0.07	0.07	0.08	0.05	0.06	0.06	0.06	0.08	0.06	0.07	0.06	0.08	0.07	0.07	0.06	0.06	0.07	0.08	0.07	0.08	0.07	0.05	0.06	0.08	0.09	0.06	0.08	0.05	0.08	0.08	0.09	0.06	0.06	0.07	0.08	0.07	0.07	0.06	0.06	0.08	0.07	0.06	0.07	0.07
cg27152280	0.05	0.03	0.04	0.04	0.05	0.04	0.03	0.06	0.04	0.05	0.05	0.03	0.03	0.04	0.05	0.04	0.05	0.05	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.05	0.05	0.06	0.04	0.03	0.05	0.93	0.04	0.04	0.03	0.03	0.04	0.04	0.05	0.04	0.03	0.03	0.04	0.04	0.05	0.03	0.05	0.04	0.05	0.05	0.03	0.04	0.04	0.03	0.05	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.03	0.05	0.04	0.04	0.04	0.05	0.04	0.05	0.05	0.05	0.03	0.04	0.05	0.04	0.04	0.04
cg03529436	0.08	0.06	0.07	0.05	0.06	0.13	0.07	0.19	0.07	0.07	0.16	0.06	0.07	0.06	0.08	0.07	0.06	0.06	0.07	0.05	0.06	0.06	0.06	0.07	0.09	0.09	0.08	0.06	0.05	0.06	0.08	0.09	0.07	0.09	0.08	0.05	0.06	0.07	0.06	0.16	0.07	0.06	0.06	0.06	0.08	0.05	0.18	0.05	0.05	0.07	0.06	0.06	0.08	0.06	0.08	0.07	0.05	0.1	0.07	0.04	0.05	0.07	0.05	0.07	0.08	0.06	0.18	0.05	0.07	0.06	0.06	0.07	0.07	0.07	0.07	0.08	0.06	0.07	0.47
cg06994793	0.04	0.04	0.04	0.04	0.04	0.04	0.06	0.05	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.05	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.03	0.04	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.03	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.03	0.05	0.04	0.04	0.05	0.05	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.05	0.03	0.03	0.04	0.04	0.04	0.03	0.04	0.04	0.05	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.05
cg00916199	0.05	0.04	0.04	0.04	0.04	0.04	0.06	0.05	0.06	0.05	0.06	0.05	0.04	0.04	0.05	0.05	0.06	0.05	0.05	0.04	0.05	0.05	0.06	0.05	0.05	0.05	0.06	0.05	0.05	0.05	0.06	0.05	0.06	0.04	0.06	0.05	0.04	0.04	0.05	0.03	0.04	0.04	0.04	0.04	0.05	0.04	0.05	0.04	0.07	0.05	0.07	0.06	0.05	0.04	0.03	0.04	0.04	0.04	0.05	0.06	0.04	0.05	0.05	0.05	0.05	0.04	0.07	0.04	0.05	0.05	0.05	0.05	0.04	0.07	0.04	0.05	0.04	0.05	0.06
cg20948472	0.04	0.06	0.04	0.04	0.05	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.05	0.05	0.03	0.04	0.04	0.04	0.04	0.05	0.05	0.05	0.04	0.04	0.06	0.04	0.04	0.03	0.04	0.05	0.03	0.04	0.04	0.04	0.04	0.03	0.04	0.05	0.04	0.05	0.03	0.05	0.03	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.05	0.04	0.05	0.03	0.04	0.04	0.05	0.04	0.03	0.03	0.04	0.05	0.03	0.04	0.04	0.04	0.05	0.03	0.03	0.04	0.04	0.07	0.05	0.04	0.04	0.04	0.05
cg06225581	0.07	0.08	0.07	0.06	0.06	0.06	0.07	0.07	0.07	0.06	0.06	0.05	0.07	0.08	0.07	0.05	0.08	0.08	0.06	0.05	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.07	0.06	0.07	0.07	0.07	0.06	0.07	0.05	0.06	0.06	0.06	0.05	0.06	0.07	0.07	0.06	0.05	0.06	0.05	0.06	0.05	0.06	0.06	0.07	0.07	0.05	0.05	0.09	0.08	0.05	0.07	0.05	0.07	0.07	0.06	0.05	0.06	0.07	0.08	0.07	0.06	0.06	0.05	0.08	0.06	0.06	0.08	0.06	0.06
cg27124774	0.1	0.18	0.11	0.09	0.3	0.1	0.36	0.46	0.15	0.14	0.08	0.09	0.1	0.08	0.11	0.09	0.11	0.14	0.08	0.17	0.19	0.14	0.07	0.11	0.31	0.08	0.17	0.04	0.07	0.09	0.1	0.08	0.07	0.4	0.07	0.06	0.13	0.14	0.07	0.1	0.09	0.11	0.06	0.13	0.07	0.13	0.11	0.14	0.17	0.09	0.1	0.12	0.09	0.09	0.08	0.09	0.12	0.15	0.12	0.1	0.11	0.08	0.09	0.23	0.1	0.1	0.06	0.13	0.11	0.08	0.08	0.08	0.16	0.12	0.09	0.08	0.11	0.16	0.12
cg05898102	0.06	0.06	0.06	0.08	0.41	0.05	0.57	0.56	0.18	0.08	0.07	0.1	0.24	0.08	0.09	0.23	0.07	0.07	0.06	0.07	0.08	0.06	0.08	0.07	0.06	0.07	0.11	0.09	0.07	0.07	0.06	0.04	0.06	0.32	0.06	0.07	0.04	0.06	0.06	0.04	0.05	0.08	0.1	0.05	0.06	0.17	0.06	0.05	0.06	0.06	0.06	0.06	0.07	0.07	0.09	0.07	0.08	0.34	0.05	0.06	0.09	0.09	0.1	0.06	0.07	0.06	0.07	0.05	0.06	0.06	0.08	0.09	0.05	0.09	0.08	0.06	0.04	0.15	0.49
cg19311812	0.04	0.05	0.03	0.04	0.05	0.04	0.05	0.04	0.05	0.43	0.05	0.04	0.04	0.05	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.03	0.06	0.03	0.06	0.04	0.06	0.04	0.05	0.04	0.06	0.04	0.05	0.04	0.04	0.04	0.03	0.04	0.05	0.03	0.04	0.03	0.04	0.03	0.05	0.04	0.05	0.03	0.04	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.03	0.04	0.03	0.06	0.05	0.04	0.04	0.04	0.04	0.05	0.04	0.05	0.05	0.04	0.05	0.06	0.07	0.04	0.04
cg06284322	0.05	0.05	0.04	0.03	0.21	0.03	0.05	0.04	0.04	0.14	0.04	0.04	0.05	0.02	0.04	0.03	0.03	0.04	0.04	0.04	0.05	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.04	0.04	0.04	0.04	0.03	0.03	0.03	0.04	0.04	0.04	0.03	0.03	0.3	0.03	0.04	0.03	0.04	0.04	0.04	0.05	0.02	0.05	0.03	0.04	0.05	0.03	0.03	0.04	0.04	0.04	0.03	0.03	0.04	0.04	0.04	0.03	0.03	0.03	0.62	0.03	0.03	0.03	0.04	0.04	0.04	0.05	0.1	0.03	0.05	0.04
cg02780295	0.06	0.06	0.06	0.04	0.08	0.05	0.04	0.68	0.05	0.06	0.08	0.04	0.04	0.05	0.09	0.13	0.05	0.07	0.06	0.05	0.05	0.05	0.06	0.06	0.05	0.07	0.08	0.05	0.07	0.05	0.07	0.21	0.06	0.05	0.06	0.05	0.06	0.06	0.05	0.04	0.04	0.05	0.06	0.04	0.05	0.05	0.06	0.05	0.05	0.07	0.06	0.09	0.06	0.05	0.06	0.07	0.04	0.04	0.06	0.06	0.05	0.05	0.43	0.05	0.07	0.06	0.06	0.07	0.06	0.07	0.09	0.06	0.05	0.07	0.05	0.06	0.04	0.76	0.05
cg22764338	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.04	0.03	0.04	0.03	0.04	0.03	0.04	0.06	0.04	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.02	0.04	0.02	0.03	0.03	0.03	0.03	0.06	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.17	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.05	0.04	0.03	0.04	0.27	0.04
cg20044189	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.02	0.02	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.02
cg25040733	0.1	0.13	0.12	0.11	0.12	0.08	0.09	0.1	0.11	0.13	0.11	0.1	0.1	0.12	0.09	0.12	0.13	0.12	0.12	0.09	0.11	0.12	0.11	0.11	0.1	0.11	0.12	0.11	0.12	0.1	0.12	0.09	0.11	0.1	0.11	0.1	0.1	0.11	0.09	0.11	0.09	0.11	0.11	0.1	0.1	0.1	0.12	0.11	0.1	0.12	0.09	0.12	0.11	0.1	0.11	0.12	0.09	0.08	0.1	0.11	0.11	0.11	0.1	0.12	0.11	0.09	0.11	0.13	0.11	0.1	0.11	0.11	0.11	0.11	0.11	0.11	0.1	0.11	0.09
cg23513690	0.04	0.03	0.03	0.03	0.05	0.03	0.04	0.03	0.03	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.03	0.03	0.04	0.03	0.02	0.04	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.04	0.03	0.03	0.03	0.03	0.07	0.03	0.02	0.03	0.03	0.04	0.03	0.03	0.02	0.03	0.02	0.03	0.02	0.03	0.03
cg08017606	0.08	0.13	0.1	0.09	0.09	0.1	0.11	0.11	0.11	0.07	0.1	0.11	0.11	0.1	0.11	0.11	0.11	0.11	0.1	0.11	0.11	0.07	0.11	0.1	0.13	0.12	0.09	0.09	0.1	0.09	0.1	0.13	0.1	0.1	0.14	0.13	0.1	0.11	0.09	0.08	0.1	0.14	0.11	0.09	0.13	0.1	0.08	0.17	0.11	0.12	0.1	0.11	0.08	0.12	0.12	0.08	0.07	0.08	0.11	0.14	0.09	0.1	0.07	0.11	0.12	0.11	0.08	0.1	0.12	0.09	0.13	0.1	0.11	0.06	0.1	0.13	0.13	0.1	0.1
cg19110523	0.09	0.05	0.03	0.04	0.06	0.07	0.05	0.06	0.03	0.03	0.06	0.11	0.04	0.05	0.05	0.06	0.03	0.05	0.04	0.04	0.08	0.04	0.04	0.04	0.02	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.12	0.06	0.03	0.08	0.04	0.03	0.04	0.03	0.25	0.04	0.03	0.04	0.2	0.04	0.03	0.04	0.07	0.04	0.08	0.04	0.03	0.05	0.04	0.03	0.41	0.04	0.18	0.04	0.03	0.06	0.05	0.05	0.04	0.05	0.03	0.05	0.05	0.17	0.04	0.04	0.04	0.04	0.06	0.1	0.26	0.04
cg25821963	0.05	0.05	0.04	0.04	0.06	0.04	0.05	0.06	0.04	0.03	0.06	0.04	0.04	0.04	0.04	0.05	0.04	0.08	0.05	0.04	0.07	0.47	0.05	0.04	0.04	0.05	0.04	0.05	0.05	0.04	0.06	0.04	0.05	0.04	0.05	0.04	0.67	0.04	0.04	0.03	0.05	0.05	0.06	0.04	0.05	0.85	0.05	0.05	0.04	0.07	0.05	0.1	0.05	0.08	0.04	0.07	0.04	0.63	0.05	0.04	0.04	0.06	0.05	0.04	0.06	0.04	0.05	0.04	0.05	0.06	0.07	0.04	0.04	0.05	0.05	0.04	0.08	0.5	0.04
cg25054311	0.03	0.04	0.05	0.04	0.06	0.03	0.12	0.06	0.04	0.08	0.05	0.05	0.04	0.05	0.04	0.06	0.06	0.07	0.05	0.03	0.07	0.04	0.06	0.05	0.04	0.06	0.09	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.06	0.03	0.04	0.04	0.04	0.03	0.03	0.07	0.04	0.06	0.04	0.03	0.06	0.03	0.04	0.04	0.05	0.05	0.05	0.07	0.05	0.04	0.03	0.12	0.03	0.05	0.05	0.05	0.08	0.04	0.05	0.07	0.04	0.05	0.06	0.05	0.04	0.05	0.04	0.09	0.08	0.05	0.04	0.06	0.04
cg06746171	0.04	0.04	0.05	0.1	0.06	0.13	0.45	0.05	0.14	0.21	0.14	0.04	0.04	0.04	0.04	0.07	0.04	0.05	0.04	0.06	0.03	0.04	0.05	0.04	0.04	0.04	0.05	0.06	0.04	0.05	0.06	0.05	0.06	0.04	0.07	0.04	0.04	0.05	0.1	0.04	0.06	0.05	0.06	0.04	0.1	0.03	0.13	0.06	0.04	0.04	0.04	0.06	0.04	0.05	0.05	0.09	0.04	0.04	0.05	0.04	0.05	0.05	0.04	0.07	0.09	0.04	0.22	0.04	0.05	0.07	0.06	0.07	0.08	0.3	0.04	0.05	0.04	0.15	0.4
cg19560287	0.04	0.11	0.07	0.23	0.16	0.32	0.28	0.27	0.14	0.14	0.08	0.1	0.16	0.09	0.41	0.11	0.11	0.12	0.11	0.23	0.17	0.09	0.19	0.07	0.08	0.07	0.12	0.12	0.09	0.11	0.06	0.07	0.06	0.09	0.11	0.04	0.13	0.33	0.37	0.21	0.11	0.3	0.1	0.06	0.07	0.07	0.16	0.19	0.1	0.08	0.11	0.14	0.11	0.09	0.13	0.41	0.11	0.1	0.09	0.07	0.08	0.14	0.16	0.21	0.14	0.1	0.15	0.11	0.13	0.25	0.17	0.12	0.09	0.32	0.14	0.18	0.12	0.24	0.09
cg07540118	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.19	0.02	0.02	0.02	0.02	0.02
cg01657408	0.04	0.05	0.05	0.05	0.07	0.05	0.05	0.06	0.06	0.05	0.05	0.04	0.03	0.06	0.04	0.05	0.06	0.07	0.04	0.05	0.05	0.05	0.04	0.06	0.05	0.07	0.06	0.06	0.06	0.03	0.05	0.04	0.05	0.05	0.05	0.05	0.05	0.06	0.05	0.06	0.05	0.05	0.06	0.04	0.05	0.04	0.06	0.05	0.05	0.05	0.04	0.06	0.06	0.06	0.06	0.06	0.04	0.03	0.05	0.05	0.05	0.06	0.05	0.05	0.06	0.05	0.04	0.03	0.06	0.06	0.05	0.06	0.05	0.05	0.06	0.05	0.05	0.06	0.05
cg09038885	0.11	0.08	0.09	0.07	0.1	0.19	0.1	0.21	0.07	0.08	0.16	0.08	0.07	0.1	0.5	0.21	0.18	0.12	0.08	0.13	0.1	0.07	0.09	0.07	0.24	0.1	0.08	0.14	0.1	0.07	0.11	0.23	0.09	0.13	0.1	0.08	0.08	0.13	0.07	0.27	0.12	0.08	0.08	0.07	0.13	0.11	0.12	0.08	0.08	0.09	0.08	0.13	0.08	0.12	0.1	0.42	0.14	0.09	0.09	0.1	0.08	0.1	0.3	0.08	0.1	0.09	0.1	0.07	0.09	0.1	0.11	0.09	0.22	0.08	0.09	0.1	0.12	0.08	0.12
cg17178888	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.06	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.03	0.01	0.01	0.01	0.06	0.01	0.01	0.01	0.01	0.01	0.01	0.12	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.01	0.02	0.01	0.01
cg10534672	0.08	0.06	0.06	0.07	0.1	0.08	0.31	0.08	0.23	0.11	0.13	0.06	0.08	0.08	0.52	0.13	0.1	0.1	0.08	0.09	0.1	0.09	0.11	0.09	0.19	0.09	0.09	0.13	0.07	0.28	0.09	0.15	0.09	0.12	0.09	0.07	0.1	0.17	0.11	0.1	0.08	0.09	0.09	0.08	0.07	0.07	0.21	0.08	0.08	0.09	0.09	0.12	0.08	0.12	0.08	0.1	0.08	0.06	0.09	0.13	0.1	0.09	0.22	0.05	0.25	0.09	0.13	0.08	0.07	0.28	0.12	0.09	0.11	0.14	0.11	0.08	0.13	0.09	0.5
cg16509658	0.02	0.02	0.01	0.02	0.01	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.03	0.02	0.02	0.01	0.02	0.01	0.01	0.02	0.02	0.01	0.55	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.02	0.02	0.03	0.02	0.02	0.26	0.02	0.03	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0.28	0.01	0.02	0.03	0.4	0.02
cg24206256	0.05	0.08	0.05	0.05	0.06	0.04	0.05	0.05	0.05	0.05	0.05	0.04	0.05	0.06	0.06	0.05	0.05	0.05	0.04	0.06	0.07	0.05	0.05	0.06	0.06	0.05	0.05	0.05	0.04	0.06	0.06	0.05	0.05	0.05	0.05	0.04	0.06	0.05	0.05	0.05	0.04	0.06	0.04	0.2	0.05	0.04	0.05	0.06	0.05	0.05	0.05	0.06	0.05	0.06	0.05	0.05	0.05	0.05	0.06	0.03	0.06	0.05	0.05	0.06	0.05	0.04	0.04	0.06	0.04	0.05	0.05	0.04	0.06	0.05	0.05	0.04	0.05	0.06	0.05
cg17329249	0.04	0.14	0.04	0.05	0.06	0.05	0.04	0.04	0.05	0.08	0.05	0.04	0.06	0.03	0.06	0.04	0.04	0.04	0.05	0.06	0.06	0.05	0.04	0.04	0.06	0.03	0.04	0.03	0.04	0.06	0.04	0.04	0.03	0.05	0.03	0.03	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.2	0.03	0.04	0.05	0.05	0.05	0.03	0.04	0.03	0.05	0.04	0.03	0.03	0.05	0.05	0.07	0.04	0.03	0.04	0.04	0.06	0.04	0.03	0.03	0.06	0.05	0.03	0.03	0.04	0.05	0.04	0.04	0.03	0.05	0.05	0.05
cg02865818	0.04	0.03	0.07	0.06	0.1	0.07	0.08	0.06	0.17	0.04	0.06	0.05	0.05	0.06	0.09	0.05	0.05	0.05	0.05	0.06	0.09	0.08	0.08	0.07	0.05	0.09	0.05	0.06	0.05	0.05	0.04	0.04	0.06	0.05	0.05	0.05	0.05	0.05	0.06	0.49	0.05	0.07	0.06	0.04	0.06	0.04	0.05	0.05	0.05	0.07	0.05	0.07	0.05	0.05	0.05	0.08	0.22	0.03	0.04	0.19	0.05	0.05	0.06	0.16	0.07	0.06	0.06	0.04	0.05	0.06	0.34	0.23	0.04	0.13	0.05	0.06	0.08	0.27	0.04
cg24145210	0.03	0.04	0.04	0.03	0.03	0.06	0.21	0.03	0.27	0.03	0.04	0.03	0.04	0.03	0.03	0.03	0.04	0.04	0.03	0.15	0.04	0.04	0.04	0.03	0.03	0.03	0.04	0.03	0.04	0.25	0.03	0.1	0.02	0.05	0.02	0.02	0.03	0.04	0.03	0.03	0.03	0.22	0.03	0.03	0.11	0.04	0.03	0.03	0.04	0.03	0.15	0.03	0.02	0.03	0.02	0.03	0.04	0.06	0.04	0.04	0.03	0.02	0.03	0.03	0.03	0.02	0.21	0.03	0.03	0.03	0.07	0.21	0.04	0.03	0.03	0.03	0.03	0.02	0.03
cg16494477	0.09	0.09	0.1	0.11	0.09	0.11	0.14	0.18	0.5	0.09	0.1	0.07	0.08	0.16	0.11	0.12	0.11	0.14	0.08	0.16	0.13	0.1	0.11	0.1	0.32	0.11	0.32	0.14	0.08	0.09	0.11	0.31	0.09	0.18	0.15	0.1	0.08	0.17	0.15	0.17	0.09	0.24	0.09	0.08	0.1	0.09	0.38	0.18	0.09	0.11	0.09	0.11	0.07	0.1	0.1	0.08	0.11	0.07	0.13	0.11	0.06	0.17	0.38	0.1	0.27	0.26	0.42	0.09	0.09	0.12	0.18	0.13	0.5	0.23	0.08	0.12	0.12	0.53	0.69
